subject,predicate,object,latitude,longitude,timestamp,source,CID
ENCAESAR002,move to,LOC_북측예비방어선,21.37480566,-157.73830985,2026-08-03T22:01:13.916Z,UAV 1,3
ENGAZ001,move to,LOC_적북측접근로,21.37190826,-157.73952036,2026-08-03T22:01:13.916Z,UAV 1,3
ENGAZ002,move to,LOC_적북측접근로,21.37187243,-157.73984434,2026-08-03T22:01:13.916Z,UAV 1,3
ENM35002,move to,LOC_적북측접근로,21.37188177,-157.73955703,2026-08-03T22:01:13.916Z,UAV 1,3
ENM35001,move to,LOC_적북측접근로,21.37175629,-157.73987508,2026-08-03T22:01:13.916Z,UAV 1,3
ENCAESAR003,move to,LOC_적북측접근로,21.37227738,-157.74033289,2026-08-03T22:01:13.916Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:13.916Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:13.916Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:13.916Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480566,-157.73830985,2026-08-03T22:01:13.916Z,UAV 1,3
ENGAZ001,move to,LOC_적북측접근로,21.37190826,-157.73952036,2026-08-03T22:01:13.916Z,UAV 1,3
ENGAZ002,move to,LOC_적북측접근로,21.37187243,-157.73984434,2026-08-03T22:01:13.916Z,UAV 1,3
ENM35002,move to,LOC_적북측접근로,21.37188177,-157.73955703,2026-08-03T22:01:13.916Z,UAV 1,3
ENM35001,move to,LOC_적북측접근로,21.37175629,-157.73987508,2026-08-03T22:01:13.916Z,UAV 1,3
ENCAESAR003,move to,LOC_적북측접근로,21.37227738,-157.74033289,2026-08-03T22:01:13.916Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:13.916Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:13.916Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:13.916Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480566,-157.73830985,2026-08-03T22:01:13.916Z,UAV 1,3
ENGAZ001,move to,LOC_적북측접근로,21.37190826,-157.73952036,2026-08-03T22:01:13.916Z,UAV 1,3
ENGAZ002,move to,LOC_적북측접근로,21.37187243,-157.73984434,2026-08-03T22:01:13.916Z,UAV 1,3
ENM35002,move to,LOC_적북측접근로,21.37188177,-157.73955703,2026-08-03T22:01:13.916Z,UAV 1,3
ENM35001,move to,LOC_적북측접근로,21.37175629,-157.73987508,2026-08-03T22:01:13.916Z,UAV 1,3
ENCAESAR003,move to,LOC_적북측접근로,21.37227738,-157.74033289,2026-08-03T22:01:13.916Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:13.916Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:13.916Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:13.916Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480433,-157.73831431,2026-08-03T22:01:16.034Z,UAV 1,3
ENGAZ001,move to,LOC_적북측접근로,21.37185709,-157.73971692,2026-08-03T22:01:16.034Z,UAV 1,3
ENGAZ002,move to,LOC_적북측접근로,21.37183102,-157.73998917,2026-08-03T22:01:16.034Z,UAV 1,3
ENM35002,move to,LOC_적북측접근로,21.37183204,-157.73975394,2026-08-03T22:01:16.034Z,UAV 1,3
ENM35001,move to,LOC_적북측접근로,21.37171133,-157.74007195,2026-08-03T22:01:16.034Z,UAV 1,3
ENCAESAR003,move to,LOC_적북측접근로,21.37216573,-157.74049879,2026-08-03T22:01:16.034Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:16.034Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:16.034Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:16.034Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480433,-157.73831431,2026-08-03T22:01:16.034Z,UAV 1,3
ENGAZ001,move to,LOC_적북측접근로,21.37185709,-157.73971692,2026-08-03T22:01:16.034Z,UAV 1,3
ENGAZ002,move to,LOC_적북측접근로,21.37183102,-157.73998917,2026-08-03T22:01:16.034Z,UAV 1,3
ENM35002,move to,LOC_적북측접근로,21.37183204,-157.73975394,2026-08-03T22:01:16.034Z,UAV 1,3
ENM35001,move to,LOC_적북측접근로,21.37171133,-157.74007195,2026-08-03T22:01:16.034Z,UAV 1,3
ENCAESAR003,move to,LOC_적북측접근로,21.37216573,-157.74049879,2026-08-03T22:01:16.034Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:16.034Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:16.034Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:16.034Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480433,-157.73831431,2026-08-03T22:01:16.034Z,UAV 1,3
ENGAZ001,move to,LOC_적북측접근로,21.37185709,-157.73971692,2026-08-03T22:01:16.034Z,UAV 1,3
ENGAZ002,move to,LOC_적북측접근로,21.37183102,-157.73998917,2026-08-03T22:01:16.034Z,UAV 1,3
ENM35002,move to,LOC_적북측접근로,21.37183204,-157.73975394,2026-08-03T22:01:16.034Z,UAV 1,3
ENM35001,move to,LOC_적북측접근로,21.37171133,-157.74007195,2026-08-03T22:01:16.034Z,UAV 1,3
ENCAESAR003,move to,LOC_적북측접근로,21.37216573,-157.74049879,2026-08-03T22:01:16.034Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:16.034Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:16.034Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:16.034Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480433,-157.73831431,2026-08-03T22:01:16.034Z,UAV 1,3
ENGAZ001,move to,LOC_적북측접근로,21.37185709,-157.73971692,2026-08-03T22:01:16.034Z,UAV 1,3
ENGAZ002,move to,LOC_적북측접근로,21.37183102,-157.73998917,2026-08-03T22:01:16.034Z,UAV 1,3
ENM35002,move to,LOC_적북측접근로,21.37183204,-157.73975394,2026-08-03T22:01:16.034Z,UAV 1,3
ENM35001,move to,LOC_적북측접근로,21.37171133,-157.74007195,2026-08-03T22:01:16.034Z,UAV 1,3
ENCAESAR003,move to,LOC_적북측접근로,21.37216573,-157.74049879,2026-08-03T22:01:16.034Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:16.034Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:16.034Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:16.034Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480312,-157.73831839,2026-08-03T22:01:17.983Z,UAV 1,3
ENGAZ001,move to,LOC_적북측접근로,21.37180999,-157.73989786,2026-08-03T22:01:17.983Z,UAV 1,3
ENGAZ002,move to,LOC_적북측접근로,21.37180573,-157.74007760,2026-08-03T22:01:17.983Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:17.983Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:17.983Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:17.983Z,UAV 1,3
ENT72005,move to,LOC_중앙계곡,21.37829001,-157.74108850,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR60003,move to,LOC_중앙계곡,21.37585066,-157.74089027,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR80001,move to,LOC_중앙계곡,21.37562130,-157.74078825,2026-08-03T22:01:17.983Z,UAV 1,3
ENT72004,move to,LOC_중앙계곡,21.37851489,-157.74104339,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR80003,move to,LOC_중앙계곡,21.37553685,-157.74076798,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR60002,move to,LOC_중앙계곡,21.37572931,-157.74089387,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR60004,move to,LOC_중앙계곡,21.37558994,-157.74084449,2026-08-03T22:01:17.983Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480312,-157.73831839,2026-08-03T22:01:17.983Z,UAV 1,3
ENGAZ001,move to,LOC_적북측접근로,21.37180999,-157.73989786,2026-08-03T22:01:17.983Z,UAV 1,3
ENGAZ002,move to,LOC_적북측접근로,21.37180573,-157.74007760,2026-08-03T22:01:17.983Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:17.983Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:17.983Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:17.983Z,UAV 1,3
ENT72005,move to,LOC_중앙계곡,21.37829001,-157.74108850,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR60003,move to,LOC_중앙계곡,21.37585066,-157.74089027,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR80001,move to,LOC_중앙계곡,21.37562130,-157.74078825,2026-08-03T22:01:17.983Z,UAV 1,3
ENT72004,move to,LOC_중앙계곡,21.37851489,-157.74104339,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR80003,move to,LOC_중앙계곡,21.37553685,-157.74076798,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR60002,move to,LOC_중앙계곡,21.37572931,-157.74089387,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR60004,move to,LOC_중앙계곡,21.37558994,-157.74084449,2026-08-03T22:01:17.983Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480312,-157.73831839,2026-08-03T22:01:17.983Z,UAV 1,3
ENGAZ001,move to,LOC_적북측접근로,21.37180999,-157.73989786,2026-08-03T22:01:17.983Z,UAV 1,3
ENGAZ002,move to,LOC_적북측접근로,21.37180573,-157.74007760,2026-08-03T22:01:17.983Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:17.983Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:17.983Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:17.983Z,UAV 1,3
ENT72005,move to,LOC_중앙계곡,21.37829001,-157.74108850,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR60003,move to,LOC_중앙계곡,21.37585066,-157.74089027,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR80001,move to,LOC_중앙계곡,21.37562130,-157.74078825,2026-08-03T22:01:17.983Z,UAV 1,3
ENT72004,move to,LOC_중앙계곡,21.37851489,-157.74104339,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR80003,move to,LOC_중앙계곡,21.37553685,-157.74076798,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR60002,move to,LOC_중앙계곡,21.37572931,-157.74089387,2026-08-03T22:01:17.983Z,UAV 1,3
ENBTR60004,move to,LOC_중앙계곡,21.37558994,-157.74084449,2026-08-03T22:01:17.983Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480184,-157.73832271,2026-08-03T22:01:20.060Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:20.060Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:20.060Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:20.060Z,UAV 1,3
ENT72005,move to,LOC_중앙계곡,21.37847687,-157.74106716,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR60003,move to,LOC_중앙계곡,21.37603819,-157.74089579,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR80001,move to,LOC_중앙계곡,21.37580852,-157.74079878,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR80003,move to,LOC_중앙계곡,21.37572407,-157.74077931,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR60002,move to,LOC_중앙계곡,21.37591684,-157.74089899,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR60004,move to,LOC_중앙계곡,21.37577746,-157.74085200,2026-08-03T22:01:20.060Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480184,-157.73832271,2026-08-03T22:01:20.060Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:20.060Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:20.060Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:20.060Z,UAV 1,3
ENT72005,move to,LOC_중앙계곡,21.37847687,-157.74106716,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR60003,move to,LOC_중앙계곡,21.37603819,-157.74089579,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR80001,move to,LOC_중앙계곡,21.37580852,-157.74079878,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR80003,move to,LOC_중앙계곡,21.37572407,-157.74077931,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR60002,move to,LOC_중앙계곡,21.37591684,-157.74089899,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR60004,move to,LOC_중앙계곡,21.37577746,-157.74085200,2026-08-03T22:01:20.060Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480184,-157.73832271,2026-08-03T22:01:20.060Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:20.060Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:20.060Z,UAV 1,3
ENMORT003,FFE-on-Location,LOC_아군포병진지,21.37448817,-157.73726715,2026-08-03T22:01:20.060Z,UAV 1,3
ENT72005,move to,LOC_중앙계곡,21.37847687,-157.74106716,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR60003,move to,LOC_중앙계곡,21.37603819,-157.74089579,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR80001,move to,LOC_중앙계곡,21.37580852,-157.74079878,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR80003,move to,LOC_중앙계곡,21.37572407,-157.74077931,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR60002,move to,LOC_중앙계곡,21.37591684,-157.74089899,2026-08-03T22:01:20.060Z,UAV 1,3
ENBTR60004,move to,LOC_중앙계곡,21.37577746,-157.74085200,2026-08-03T22:01:20.060Z,UAV 1,3
ENCAESAR002,move to,LOC_북측예비방어선,21.37480184,-157.73832271,2026-08-03T22:01:20.060Z,UAV 1,3
ENMORT001,none,,21.37454920,-157.73726779,2026-08-03T22:01:20.060Z,UAV 1,3
ENMORT002,none,,21.37448557,-157.73696566,2026-08-03T22:01:20.060Z,UAV 1,3
