timestamp,object,error_type,task,message,source_log
"2026-08-04T01:17:05.000Z","ENMORT001","controller_disabled","Move to {-5499444.816370, -2250654.663336, 2309957.213850}","ENMORT001: No controller or Controller is disabled, unable to carry out task Move to {-5499444.816370, -2250654.663336, 2309957.213850}",".\vrfSim.log"
"2026-08-04T01:17:05.000Z","ENMORT002","controller_disabled","Move to {-5499460.953457, -2250814.454542, 2309743.262342}","ENMORT002: No controller or Controller is disabled, unable to carry out task Move to {-5499460.953457, -2250814.454542, 2309743.262342}",".\vrfSim.log"
"2026-08-04T01:17:05.000Z","FRMORT003","controller_disabled","Move to {-5499516.453323, -2249726.423604, 2310685.859186}","FRMORT003: No controller or Controller is disabled, unable to carry out task Move to {-5499516.453323, -2249726.423604, 2310685.859186}",".\vrfSim.log"
"2026-08-04T01:17:06.000Z","FRMORT002","controller_disabled","Move to {-5499315.048189, -2250231.003964, 2310734.853397}","FRMORT002: No controller or Controller is disabled, unable to carry out task Move to {-5499315.048189, -2250231.003964, 2310734.853397}",".\vrfSim.log"
"2026-08-04T01:18:09.000Z","ENM1A2001","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499433.667149, -2250674.420999, 2309964.458051}; Threat=FRINF048; ThreatRadius=2;","ENM1A2001: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499433.667149, -2250674.420999, 2309964.458051}; Threat=FRINF048; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:09.000Z","ENM1A2002","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499440.547366, -2250645.632475, 2309976.049286}; Threat=FRINF049; ThreatRadius=2;","ENM1A2002: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499440.547366, -2250645.632475, 2309976.049286}; Threat=FRINF049; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:10.000Z","ENM1A2005","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499436.528929, -2250671.767802, 2309960.258278}; Threat=FRINF052; ThreatRadius=2;","ENM1A2005: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499436.528929, -2250671.767802, 2309960.258278}; Threat=FRINF052; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:11.000Z","ENM1A2004","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499442.566398, -2250650.380609, 2309966.679448}; Threat=FRINF051; ThreatRadius=2;","ENM1A2004: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499442.566398, -2250650.380609, 2309966.679448}; Threat=FRINF051; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:13.000Z","ENM1A2003","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499452.591919, -2250641.776897, 2309951.297592}; Threat=FRINF050; ThreatRadius=2;","ENM1A2003: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499452.591919, -2250641.776897, 2309951.297592}; Threat=FRINF050; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:28.000Z","ENT72004","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499448.716432, -2250821.449855, 2309765.432096}; Threat=FRINF039; ThreatRadius=2;","ENT72004: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499448.716432, -2250821.449855, 2309765.432096}; Threat=FRINF039; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:28.000Z","ENT72010","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499445.649247, -2250829.226022, 2309765.159027}; Threat=FRINF045; ThreatRadius=2;","ENT72010: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499445.649247, -2250829.226022, 2309765.159027}; Threat=FRINF045; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:28.000Z","ENT72006","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499458.650473, -2250806.431217, 2309756.475233}; Threat=FRINF041; ThreatRadius=2;","ENT72006: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499458.650473, -2250806.431217, 2309756.475233}; Threat=FRINF041; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:29.000Z","ENT72001","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499455.299663, -2250815.576821, 2309755.547452}; Threat=FRINF036; ThreatRadius=2;","ENT72001: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499455.299663, -2250815.576821, 2309755.547452}; Threat=FRINF036; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:30.000Z","ENT72003","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499451.651752, -2250826.731896, 2309753.377187}; Threat=FRINF038; ThreatRadius=2;","ENT72003: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499451.651752, -2250826.731896, 2309753.377187}; Threat=FRINF038; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:30.000Z","ENT72008","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499458.286685, -2250819.678034, 2309744.513221}; Threat=FRINF043; ThreatRadius=2;","ENT72008: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499458.286685, -2250819.678034, 2309744.513221}; Threat=FRINF043; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:31.000Z","ENT72012","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499458.623961, -2250817.504312, 2309745.819634}; Threat=FRINF047; ThreatRadius=2;","ENT72012: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499458.623961, -2250817.504312, 2309745.819634}; Threat=FRINF047; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:31.000Z","ENT72002","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499456.136165, -2250830.924555, 2309738.713017}; Threat=FRINF037; ThreatRadius=2;","ENT72002: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499456.136165, -2250830.924555, 2309738.713017}; Threat=FRINF037; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:31.000Z","ENT72011","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499458.035559, -2250826.055481, 2309738.933981}; Threat=FRINF046; ThreatRadius=2;","ENT72011: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499458.035559, -2250826.055481, 2309738.933981}; Threat=FRINF046; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:32.000Z","ENT72005","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499467.687928, -2250800.830131, 2309740.522897}; Threat=FRINF040; ThreatRadius=2;","ENT72005: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499467.687928, -2250800.830131, 2309740.522897}; Threat=FRINF040; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:33.000Z","ENT72007","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499471.553585, -2250806.238063, 2309726.145716}; Threat=FRINF042; ThreatRadius=2;","ENT72007: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499471.553585, -2250806.238063, 2309726.145716}; Threat=FRINF042; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:33.000Z","ENT72009","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499466.439389, -2250821.154143, 2309723.802802}; Threat=FRINF044; ThreatRadius=2;","ENT72009: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499466.439389, -2250821.154143, 2309723.802802}; Threat=FRINF044; ThreatRadius=2; ",".\vrfSim.log"
"2026-08-04T01:18:57.000Z","ENBTR60001","controller_disabled","find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499494.635856, -2250982.862979, 2309498.099685}; Threat=FRINF053; ThreatRadius=2;","ENBTR60001: No controller or Controller is disabled, unable to carry out task find_cover: ChooseFiringPosition=False; DistanceFromThreat=2; FaceThreat=False; ForwardDirection=6.28318; OnlyForward=False; Range=100; StartFrom=0; StartingLocation={-5499494.635856, -2250982.862979, 2309498.099685}; Threat=FRINF053; ThreatRadius=2; ",".\vrfSim.log"
